qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK,Time
14,the advancement of architecture,the advancement of architecture,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.2145224462343462,0,0.011141979694366455
15,Indian Army,Indian Army,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0712603636514744,0,0.01004883845647176
16,Arc de Triomphe,Arc de Triomphe,1.0,1.0,1.0,1.0,0,1,1.0,1.0207216755442179,0,0.012976598739624024
17,The India Gate,The India Gate,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.19028008016942,0,0.010840908686319987
18,"90,000","90,000",1.0,1.0,1.0,1.0,0,1,1.0,1.0237497824373767,0,0.010781808694203695
19,1931,1931,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.000461280910405,0,0.010526017347971598
20,George V,George V,1.0,1.0,1.0,1.0,0,1,1.0,1.0981434024054986,0,0.010415724913279216
21,Sir Edwin Lutyens and Sir Herbert Baker,Sir Edwin Lutyens and Sir Herbert Baker,1.0,1.0,1.0,1.0,0,1,1.0,1.053872941090864,0,0.018894644578297932
22,1911,1911,1.0,1.0,1.0,1.0,0,1,1.0,1.0029247135801618,0,0.009606504440307617
23,Viceroy Lord Irwin,Lord Irwin,0.6666666666666666,0.6666666666666666,1.0,0.8,8,0,0.8350508809089661,1.0237239129928846,0,0.011208045482635497
24,13 February 1931,13 February 1931,1.0,1.0,1.0,1.0,0,1,1.0,1.001492742867057,0,0.011145567893981934
25,Maharaja Jai Singh II of Jaipur,Maharaja Jai Singh II of Jaipur,1.0,1.0,1.0,1.0,0,1,1.0,1.0560606818699463,0,0.015534472465515137
26,13,13,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0024023922165193,0,0.009644905726114908
27,Jantar Mantar,Jantar Mantar,1.0,1.0,1.0,1.0,0,1,1.0,1.0003403480991295,0,0.012112768491109212
28,compile astronomical tables,to compile astronomical tables,0.75,1.0,0.75,0.8571428571428571,3,0,0.8921812772750854,1.1560806282409695,0,0.013050516446431478
29,Connaught Place,Connaught Place,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0004626344437537,0,0.0114127516746521
30,four,four,1.0,1.0,1.0,1.0,0,1,1.0,1.233123621846933,0,0.009633362293243408
31,Park,Park,1.0,1.0,1.0,1.0,0,1,1.0,1.0006182877313312,0,0.009396918614705404
32,E 122nd Street,E 122nd Street,1.0,1.0,1.0,1.0,0,1,1.0,1.0017710513415552,0,0.011974489688873291
33,Madison Avenue,Madison Avenue,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0267426292628974,0,0.01014240582784017
34,Marcus Garvey Memorial Park,Marcus Garvey Memorial Park,1.0,1.0,1.0,1.0,0,1,1.0,1.00147890515306,0,0.012687460581461588
35,substantial disputes over treaty interpretations,substantial disputes,0.4,0.4,1.0,0.5714285714285715,28,0,0.6873067617416382,1.3405615233218355,0,0.010138340791066488
36,To establish the meaning in context,To establish the meaning in context,1.0,1.0,1.0,1.0,0,1,1.0,1.0420210753239707,0,0.012753613789876302
37,the preparatory work from the negotiation and drafting of the treaty,the preparatory work from the negotiation and drafting of the treaty,1.0,1.0,1.0,1.0,0,1,1.0,1.055090781962568,0,0.021055150032043456
38,International tribunals and arbiters,International tribunals and arbiters,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0165022224705018,0,0.015204521020253499
39,"the final, signed treaty itself","the final, signed treaty itself",1.0,1.0,1.0,1.0,0,1,1.0,1.0310749864495294,0,0.013431155681610107
40,international law,international law,1.0,1.0,1.0,1.0,0,1,0.9999997615814209,1.013888694036877,0,0.010168985525767008
41,treaties,treaties,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0054770820796726,0,0.010215675830841065
42,international law,international law,1.0,1.0,1.0,1.0,0,1,0.9999997615814209,1.2054961994074436,0,0.01018219788869222
43,internal law,internal law,1.0,1.0,1.0,1.0,0,1,1.0,1.2241154829134708,0,0.010258845488230387
44,The Law of Treaties,The Law of Treaties,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.00661091075046,0,0.011909941832224527
45,Yama,Yama,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.1218550926435815,0,0.009747588634490966
46,mount,his mount,0.5,1.0,0.5,0.6666666666666666,4,0,0.5089004039764404,1.2210239520009072,0,0.010287932554880778
47,Yama,Yama,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0118469151402918,0,0.009606667359670003
48,the gates of Naraka,the gates of Naraka,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0832106334479759,0,0.011935091018676758
49,bronze dog figurines.,bronze dog figurines,0.75,0.75,1.0,0.8571428571428571,1,0,0.8563111424446106,1.0214424119738674,0,0.011343995730082193
50,"$250,000.","$250,000",0.6666666666666666,0.6666666666666666,1.0,0.8,1,0,0.8697070479393005,1.0704675087366267,0,0.01020067532857259
51,"250,000","$250,000",0.5,1.0,0.5,0.6666666666666666,1,0,0.8049642443656921,1.0904143870742544,0,0.010191007455190023
52,"$250,000","$250,000",1.0,1.0,1.0,1.0,0,1,1.0,1.1030804845860769,0,0.010126205285390218
53,Ike,Hurricane Ike,0.5,1.0,0.5,0.6666666666666666,10,0,0.6041814684867859,1.134202013081336,0,0.010985640684763591
54,Survivor Foundation,Survivor Foundation,1.0,1.0,1.0,1.0,0,1,1.0,1.056531427181599,0,0.011449027061462402
55,"""half-caste menace""",half-caste menace,0.5,0.5,1.0,0.6666666666666666,2,0,0.8104251623153687,1.0380018459210292,0,0.012617119153340657
56,the White Australia ideal,the White Australia ideal,1.0,1.0,1.0,1.0,0,1,1.0,1.1372324183674332,0,0.012532718976338704
57,Dr. Cecil Cook,Dr. Cecil Cook,1.0,1.0,1.0,1.0,0,1,1.0,1.0065763245528794,0,0.011818301677703858
58,mixed-race people,mixed-race people,1.0,1.0,1.0,1.0,0,1,1.0,1.0568205142949612,0,0.011177778244018555
59,"the Northern Territory Protector of Natives,",the Northern Territory Protector of Natives,0.8571428571428571,0.8571428571428571,1.0,0.923076923076923,1,0,0.9044360518455505,1.1017413942994199,0,0.013619887828826904
60,"18,498","18,498",1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0195020177226393,0,0.010801927248636881
61,"374,176","374,176",1.0,1.0,1.0,1.0,0,1,1.0,1.0120391322934563,0,0.01138087511062622
62,tried to repair roads,tried to repair roads,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.214264247491897,0,0.011336930592854818
63,"68,636","68,636",1.0,1.0,1.0,1.0,0,1,1.0,1.0039314090611493,0,0.012167298793792724
64,"69,180","69,180",1.0,1.0,1.0,1.0,0,1,1.0,1.0368368455529138,0,0.011469324429829916
65,2,2,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0297598539126742,0,0.011324016253153484
66,5,5,1.0,1.0,1.0,1.0,0,1,1.0,1.0321063304418503,0,0.01140517791112264
67,+290,+290,1.0,1.0,1.0,1.0,0,1,1.000000238418579,1.0262340442771491,0,0.011870372295379638
68,Tristan da Cunha,Tristan da Cunha,1.0,1.0,1.0,1.0,0,1,1.0,1.0004464859393825,0,0.014399194717407226
69,1 October 2013,1 October 2013,1.0,1.0,1.0,1.0,0,1,1.0,1.0371952873687433,0,0.012711914380391438
70,Copeland Award,Copeland Award,1.0,1.0,1.0,1.0,0,1,1.0,1.007997041141046,0,0.01170289119084676
71,70,70,1.0,1.0,1.0,1.0,0,1,1.0,1.035633981491035,0,0.009923140207926432
72,12,12,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.1968120716025177,0,0.011535584926605225
73,Northwestern,Northwestern,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0504525568385819,0,0.009959669907887776
74,5,5,1.0,1.0,1.0,1.0,0,1,1.0,1.0739699498600348,0,0.010149077574412028
75,Richard,Richard,1.0,1.0,1.0,1.0,0,1,0.9999998211860657,1.0011026787214685,0,0.011328387260437011
76,Southampton Plot,Southampton Plot,1.0,1.0,1.0,1.0,0,1,1.0,1.0684333810208684,0,0.012428112824757894
77,the Bargate,Bargate,0.5,0.5,1.0,0.6666666666666666,4,0,0.730367124080658,1.0466930028781685,0,0.011962974071502685
78,Battle of Agincourt,Battle of Agincourt,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.055372864243023,0,0.013749404748280843
79,Red Lion,Red Lion,1.0,1.0,1.0,1.0,0,1,1.0,1.012499594480387,0,0.011853575706481934
80,basmati,basmati,1.0,1.0,1.0,1.0,0,1,1.0,1.0069351264134139,0,0.01186151107152303
81,rice,rice,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0053866449716318,0,0.011373392740885417
82,Tarawih prayers,Tarawih prayers,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0257944692164307,0,0.013976967334747315
83,11 pm,11 pm,1.0,1.0,1.0,1.0,0,1,1.0,1.0291733192375678,0,0.012220871448516846
84,lunch,lunch,1.0,1.0,1.0,1.0,0,1,0.9999998211860657,1.0064237860317555,0,0.011361396312713623
85,two separate satellite constellations,two,0.25,0.25,1.0,0.4,34,0,0.3983828127384186,1.0686173107250745,0,0.011321250597635906
86,since 2000,since 2000,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.1885144232675147,0,0.012024394671122233
87,北斗衛星導航系統,,0.0,0.0,0.0,0.0,8,0,0.0,1.0029352102482483,0,0.011918854713439942
88,a Chinese satellite navigation system,a Chinese satellite navigation system,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1005098674190867,0,0.015482028325398764
89,"a limited test system that has been operating since 2000, and a full-scale global navigation system","a limited test system that has been operating since 2000, and a full-scale global navigation system that is currently under construction",0.7894736842105263,1.0,0.7894736842105263,0.8823529411764706,37,0,0.9410250186920166,1.0315414685840343,0,0.030981425444285074
90,depressed,depressed,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.1078815309240702,0,0.010594042142232259
91,Suriname,Suriname,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0005165604011954,0,0.010861086845397949
92,deteriorating,deteriorating,1.0,1.0,1.0,1.0,0,1,0.9999997019767761,1.0363666252380306,0,0.01087727149327596
93,macroeconomic,macroeconomic imbalances,0.5,1.0,0.5,0.6666666666666666,11,0,0.667471706867218,1.1491790151985783,0,0.01157987117767334
94,233 days or about 33 weeks,233 days or about 33 weeks,1.0,1.0,1.0,1.0,0,1,1.0,1.0960131879826265,0,0.013224601745605469
95,IXI,IXI,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0510577210286776,0,0.012600862979888916
96,Burst.com,Burst.com,1.0,1.0,1.0,1.0,0,1,1.0,1.0015140588622682,0,0.013555296262105306
97,1981,1981,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0065781822239204,0,0.011328005790710449
98,Burst.com,Burst.com,1.0,1.0,1.0,1.0,0,1,1.0,1.0037529747615275,0,0.013721636931101481
99,Kane Kramer,Kane Kramer,1.0,1.0,1.0,1.0,0,1,1.0,1.0009151491864792,0,0.013182214895884196
100,7 June 1842,7 June 1842,1.0,1.0,1.0,1.0,0,1,1.0,1.0053440651248173,0,0.013181559244791667
101,piano technique and composition.,piano technique and composition,0.8,0.8,1.0,0.888888888888889,1,0,0.8845385313034058,1.1189716519345736,0,0.013508935769399008
102,Delacroix,Delacroix,1.0,1.0,1.0,1.0,0,1,1.0,1.0012896759226246,0,0.013318951924641926
103,"Polonaise in A-flat major, Op. 53","Polonaise in A-flat major, Op. 53",1.0,1.0,1.0,1.0,0,1,1.0,1.0154718093671549,0,0.020414225260416665
104,Pauline Viardot,Pauline Viardot,1.0,1.0,1.0,1.0,0,1,1.0,1.0024377697517046,0,0.016311939557393393
105,1952,1952,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0021507503855358,0,0.009754832585652668
106,KJHK,KJHK,1.0,1.0,1.0,1.0,0,1,1.0,1.0021388702085663,0,0.012430099646250407
107,KUJH-LP,KUJH-LP,1.0,1.0,1.0,1.0,0,1,1.0,1.0043736473450977,0,0.014459137121836345
108,public affairs,public affairs programs,0.6666666666666666,1.0,0.6666666666666666,0.8,9,0,0.757297933101654,1.0892927740470444,0,0.012444615364074707
109,KANU,KANU,1.0,1.0,1.0,1.0,0,1,1.0,1.0002782518317566,0,0.012449812889099122
110,Weston Mill,Weston Mill,1.0,1.0,1.0,1.0,0,1,1.0,1.0002869751620815,0,0.01241758664449056
111,2007,2007,1.0,1.0,1.0,1.0,0,1,1.0,1.0082693787367945,0,0.009737221399943034
112,Drake Memorial Park,Drake Memorial Park,1.0,1.0,1.0,1.0,0,1,1.0,1.0009024548334773,0,0.01096872091293335
113,mid-19th century,mid-19th century,1.0,1.0,1.0,1.0,0,1,1.0,1.0076187603323548,0,0.011498196919759115
114,a brass plaque,brass plaque,0.6666666666666666,0.6666666666666666,1.0,0.8,2,0,0.8642182350158691,1.130041344085456,0,0.011934026082356771
115,Second Anglo-Dutch War,Second Anglo-Dutch War,1.0,1.0,1.0,1.0,0,1,1.0,1.0147809856290548,0,0.015220820903778076
116,200,200,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0011435265022808,0,0.011310700575510662
117,200,200,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0030687191376813,0,0.011423142751057942
118,Second Anglo-Dutch War,Second Anglo-Dutch War,1.0,1.0,1.0,1.0,0,1,1.0,1.0131103435606086,0,0.018080238501230875
119,Run,Run,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0055678134737955,0,0.011547660827636719
120,Longwood district,Longwood,0.5,0.5,1.0,0.6666666666666666,9,0,0.6762025952339172,1.0738635276508368,0,0.012387776374816894
121,Edmond Halley,Edmond Halley,1.0,1.0,1.0,1.0,0,1,1.0,1.0026323264982282,0,0.013212192058563232
122,University of Oxford,University of Oxford,1.0,1.0,1.0,1.0,0,1,1.0,1.0260679584002144,0,0.012729847431182861
123,24,24,1.0,1.0,1.0,1.0,0,1,1.0,1.0344892466133704,0,0.011618399620056152
124,Southern,Southern,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.1441298067443715,0,0.011633539199829101
125,600,At least 600 students and staff,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,28,0,0.3714776337146759,1.250794269967518,0,0.01433873971303304
126,seven,seven,1.0,1.0,1.0,1.0,0,1,1.0,1.0703248418605673,0,0.009802699089050293
127,seven,seven,1.0,1.0,1.0,1.0,0,1,1.0,1.124343370509916,0,0.009748530387878419
128,"1,700","1,700",1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1827665335308448,0,0.011841801802317302
129,"7,000","7,000",1.0,1.0,1.0,1.0,0,1,1.0,1.271964896290532,0,0.01034329334894816
130,Central African Republic,Central African Republic,1.0,1.0,1.0,1.0,0,1,1.0,1.0267878624608702,0,0.01251442035039266
131,Gabon,Gabon,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0006788938320195,0,0.011954434712727864
132,Cameroon,Cameroon,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0003003950511464,0,0.013366071383158366
133,Central Africa,Central Africa,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.1987596116379022,0,0.012073008219401042
134,af2,af2,1.0,1.0,1.0,1.0,0,1,1.0,1.0169004395843524,0,0.013136168320973715
135,2009,2009,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0373999175442215,0,0.011647335688273112
136,"Chicago, Illinois","Chicago, Illinois",1.0,1.0,1.0,1.0,0,1,1.0,1.0062092362818866,0,0.013213459650675457
137,1987,1987,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0068066793307908,0,0.011886147658030193
138,2000,2000,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0116921862475887,0,0.011442208290100097
139,République du Congo,République du Congo,1.0,1.0,1.0,1.0,0,1,1.0,1.002438819322636,0,0.012679811318715413
140,1175,1175,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.004523441091135,0,0.012047004699707032
141,13,13,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.010626180592321,0,0.0116563081741333
142,1339,1339,1.0,1.0,1.0,1.0,0,1,1.0,1.0072077763949414,0,0.01208870013554891
143,Charles Grimaldi,Charles Grimaldi,1.0,1.0,1.0,1.0,0,1,1.0,1.0019753096904847,0,0.013966925938924154
144,Monaco,Monaco,1.0,1.0,1.0,1.0,0,1,1.0,1.0012734973122037,0,0.011618773142496744
145,Starpower: Beyoncé,Starpower: Beyoncé,1.0,1.0,1.0,1.0,0,1,1.0,1.0110192667030093,0,0.015717426935831707
146,Starpower: Beyoncé,Starpower: Beyoncé,1.0,1.0,1.0,1.0,0,1,1.0,1.0031655161973698,0,0.015449190139770507
147,since the age of 18,since the age of 18,1.0,1.0,1.0,1.0,0,1,1.0,1.0967049237699253,0,0.013833065827687582
148,June 2013,June 2013,1.0,1.0,1.0,1.0,0,1,1.0,1.0016844019275204,0,0.012036808331807454
149,70 staff,70,0.5,0.5,1.0,0.6666666666666666,6,0,0.614464521408081,1.1752188368930985,0,0.011436569690704345
150,Zeila,Zeila,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0013089532141668,0,0.012939242521921794
151,"15,000","15,000",1.0,1.0,1.0,1.0,0,1,1.0,1.1657537983613413,0,0.01267781654993693
152,Djibouti,Djibouti,1.0,1.0,1.0,1.0,0,1,1.0,1.0001324110138257,0,0.016248162587483725
153,the Red Sea,Red Sea,0.6666666666666666,0.6666666666666666,1.0,0.8,4,0,0.8640155792236328,1.0309172740152681,0,0.01232987642288208
154,the Walashma dynasty,Walashma dynasty,0.6666666666666666,0.6666666666666666,1.0,0.8,4,0,0.9180901646614075,1.0666446063797623,0,0.016420002778371176
155,Giorgio Moroder,Giorgio Moroder,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0037437506911813,0,0.013754757245381673
156,1977,1977,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0023967653955814,0,0.011650164922078451
157,1980s disco-pop,disco-pop,0.5,0.5,1.0,0.6666666666666666,6,0,0.8780805468559265,1.0330389274244345,0,0.013295384248097737
158,1979,1979,1.0,1.0,1.0,1.0,0,1,1.0,1.0010803330864226,0,0.011474144458770753
159,synthesizers and drum machines,drum machines,0.5,0.5,1.0,0.6666666666666666,17,0,0.8181280493736267,1.134601923824107,0,0.012152365843454997
160,pronunciation,mostly in pronunciation,0.3333333333333333,1.0,0.3333333333333333,0.5,10,0,0.638178288936615,1.4436232050851496,0,0.012572058041890462
161,different varieties,two different varieties of the same language,0.2857142857142857,1.0,0.2857142857142857,0.4444444444444445,25,0,0.5556800961494446,1.1261938605638997,0,0.015183623631795247
162,the same language,two different varieties of the same language,0.42857142857142855,1.0,0.42857142857142855,0.6,27,0,0.6728158593177795,1.2362819025078429,0,0.015296351909637452
163,two standard varieties,two different varieties,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,0,0.7556205987930298,1.2468039534550333,0,0.01260216236114502
164,Eastern and Western,Eastern and Western,1.0,1.0,1.0,1.0,0,1,1.0,1.0161564346202863,0,0.012526424725850423
165,international law,international law,1.0,1.0,1.0,1.0,0,1,0.9999997615814209,1.002204939499059,0,0.011871739228566488
166,compacts,compacts,1.0,1.0,1.0,1.0,0,1,1.0,1.0008813303559574,0,0.010679904619852703
167,memoranda of understanding,memoranda of understanding,1.0,1.0,1.0,1.0,0,1,1.0,1.001230840210157,0,0.01502367655436198
168,a sovereign state,sovereign state,0.6666666666666666,0.6666666666666666,1.0,0.8,2,0,0.7655591368675232,1.069729441477204,0,0.012684233983357747
169,memoranda of understanding,memoranda of understanding,1.0,1.0,1.0,1.0,0,1,1.0,1.0012337441741412,0,0.014255189895629882
170,qualities as a pianist and composer,qualities as a pianist and composer,1.0,1.0,1.0,1.0,0,1,1.0,1.057430607947553,0,0.01536248524983724
171,Carnaval,Carnaval,1.0,1.0,1.0,1.0,0,1,1.0,1.0022167185583462,0,0.012799263000488281
172,Alkan,Alkan,1.0,1.0,1.0,1.0,0,1,1.0,1.0006947547666691,0,0.012286444505055746
173,Ballade No. 2 in F major,Ballade No. 2 in F major,1.0,1.0,1.0,1.0,0,1,1.0,1.0059274341185356,0,0.016250709692637127
174,Ballade No. 2 in F major,Ballade No. 2 in F major,1.0,1.0,1.0,1.0,0,1,1.0,1.0046446185926716,0,0.016208362579345704
175,University of Plymouth,University of Plymouth,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0166188658096416,0,0.01093979279200236
176,Roy Lowry,Roy Lowry,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1372131210935577,0,0.01105653444925944
177,British Firework Championships,British Firework Championships,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0288774671279883,0,0.012134905656178792
178,August 2006,August 2006,1.0,1.0,1.0,1.0,0,1,1.0,1.236641715560519,0,0.011962564786275227
179,1992,1992,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0064294751518374,0,0.00973729689915975
180,What's New,What's New,1.0,1.0,1.0,1.0,0,1,1.0,1.023028028813871,0,0.013206982612609863
181,John Wayne,John Wayne,1.0,1.0,1.0,1.0,0,1,1.0,1.000365594327953,0,0.013095633188883463
182,news,news,1.0,1.0,1.0,1.0,0,1,1.0,1.1174673998703006,0,0.011587138970692952
183,Gamescom,Gamescom 2009,0.5,1.0,0.5,0.6666666666666666,5,0,0.6642923355102539,1.0580507848088827,0,0.013596932093302408
184,Laithwaite,Laithwaite,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0179371798907588,0,0.013979971408843994
185,region,region,1.0,1.0,1.0,1.0,0,1,1.0,1.043329260331467,0,0.01157236099243164
186,Francis Ford Coppola,Francis Ford Coppola,1.0,1.0,1.0,1.0,0,1,1.0,1.004255151923204,0,0.01442470153172811
187,3 month,3 month,1.0,1.0,1.0,1.0,0,1,1.0,1.04392656386242,0,0.012317780653635662
188,October 2015,October 2015,1.0,1.0,1.0,1.0,0,1,1.0,1.0681815796323926,0,0.012253065903981527
189,Information Board,Information Board,1.0,1.0,1.0,1.0,0,1,1.0,1.1951237048311323,0,0.012019662062327068
190,Sichuan area,Sichuan area,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.173206544103378,0,0.011849705378214519
191,mobile and terrestrial,mobile and terrestrial,1.0,1.0,1.0,1.0,0,1,1.0,1.112194843599714,0,0.012497437000274659
192,telecommunications,telecommunications,1.0,1.0,1.0,1.0,0,1,1.0,1.3021953991517545,0,0.011564803123474122
193,the government,the government,1.0,1.0,1.0,1.0,0,1,1.0,1.0693971208656363,0,0.011932110786437989
194,major news and media,news and media websites,0.6,0.75,0.75,0.75,15,0,0.7723497152328491,1.1033769084090028,0,0.011529088020324707
195,the sixth edition,the sixth edition,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.326967154848742,0,0.012701737880706786
196,Miscellaneous objections,Miscellaneous objections,1.0,1.0,1.0,1.0,0,1,1.0,1.0010099180529206,0,0.014304848512013753
197,"added a new chapter VII,",Darwin made extensive revisions to the sixth edition of the Origin,0.0,0.0,0.0,0.0,55,0,0.4761960804462433,1.0566951209823674,0,0.020515926678975425
198,George Jackson Mivart,George Jackson Mivart,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0064112489185595,0,0.014560600121816
199,claimed it included false metaphysics,false metaphysics,0.4,0.4,1.0,0.5714285714285715,20,0,0.7659203410148621,1.2965955185738547,0,0.01380702257156372
200,primarily for commercial sale or sport.,commercial sale or sport,0.5714285714285714,0.5714285714285714,1.0,0.7272727272727273,15,0,0.7423515319824219,1.076417621356127,0,0.013896012306213379
201,"the endangerment, extirpation and extinction of many animals","the endangerment, extirpation and extinction of many animals",1.0,1.0,1.0,1.0,0,1,1.0,1.0609070732654646,0,0.02179066340128581
202,extinction,been hunted to endangerment or extinction,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,31,0,0.4736952483654022,1.0966158098893952,0,0.0172294815381368
203,excessive hunting,excessive hunting and poachers,0.5,1.0,0.5,0.6666666666666666,13,0,0.687167227268219,1.0470781760719747,0,0.015497386455535889
204,endangerment,"endangerment, extirpation and extinction",0.2,1.0,0.2,0.33333333333333337,28,0,0.6518822908401489,1.126115808669374,0,0.019505993525187174
205,Secretariat of the Pacific Community,Pacific Islands Forum,0.14285714285714285,0.2,0.3333333333333333,0.25,29,0,0.5754671096801758,1.2198033474425631,0,0.012662267684936524
206,Pacific Islands Forum,Pacific Islands Forum,1.0,1.0,1.0,1.0,0,1,1.0,1.0364799047009785,0,0.01250098943710327
207,Pratyabhijña,Pratyabhija,0.0,0.0,0.0,0.0,1,0,0.8950809240341187,1.0018692262024032,0,0.016213866074879964
208,United Nations,United Nations,1.0,1.0,1.0,1.0,0,1,1.0,1.0385974770701707,0,0.011914304892222087
209,Śvetāśvatara Upanishad,vetvatara Upanishad,0.3333333333333333,0.5,0.5,0.5,3,0,0.8461766242980957,1.023155409192434,0,0.018367743492126463
210,400 – 200 BCE,400 – 200 BCE,1.0,1.0,1.0,1.0,0,1,1.0,1.0103266839787086,0,0.015913705031077068
211,three,three,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0244563792499324,0,0.011203428109486898
212,Vidyaranya,Vidyaranya,1.0,1.0,1.0,1.0,0,1,1.0,1.0003954654591067,0,0.016079942385355633
213,18 February 2016,18 February 2016,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0104671150557734,0,0.012666936715443928
214,Commonwealth of Nations,Commonwealth of Nations,1.0,1.0,1.0,1.0,0,1,1.0,1.017902137668549,0,0.012590249379475912
215,Continental Scandinavian languages,Continental Scandinavian languages,1.0,1.0,1.0,1.0,0,1,1.0,1.0569854185702525,0,0.013297835985819498
216,neuter,neuter,1.0,1.0,1.0,1.0,0,1,1.0,1.1787388295667338,0,0.012159069379170736
