qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK,Time
45,Le Droit À La Vie,Heaven Without Love,0.0,0.0,0.0,0.0,15,0,0.31966036558151245,1.2023657268040955,0,0.003209976355234782
46,Zdeněk Svěrák,Darren Aronofsky,0.0,0.0,0.0,0.0,13,0,0.4304390847682953,2.4109708311625537,0,0.0036163111527760822
47,Every Blessed Day,Every Blessed Day,1.0,1.0,1.0,1.0,0,1,1.0,1.0560738042069397,0,0.0036163111527760822
48,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1144779172596746,0,0.0039654771486918134
49,Aaj Ki Baat,Aaj Ki Baat,1.0,1.0,1.0,1.0,0,1,1.0,1.1203748698843012,0,0.0039654771486918134
50,American,san francisco,0.0,0.0,0.0,0.0,11,0,0.38355255126953125,2.4037289046722305,0,0.0031765321890513103
51,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1237298037179666,0,0.0031765321890513103
52,Night Of The Seagulls,The Little Chevalier,0.16666666666666666,0.25,0.3333333333333333,0.28571428571428575,17,0,0.3698982894420624,1.1619761744691424,0,0.00370068351427714
53,For The Service,The Flight From Love,0.16666666666666666,0.3333333333333333,0.25,0.28571428571428575,16,0,0.3289400041103363,1.1754043047653433,0,0.00370068351427714
54,Far Away And Long Ago,I Always Loved You,0.0,0.0,0.0,0.0,14,0,0.33769336342811584,1.0375198171512492,0,0.003590474526087443
55,Jones Morgan,Jones Morgan,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.193453454048556,0,0.003590474526087443
56,New York,san francisco,0.0,0.0,0.0,0.0,12,0,0.644414484500885,2.3399729350381877,0,0.003530518213907878
57,French,Austria,0.0,0.0,0.0,0.0,7,0,0.555777907371521,3.002032999687861,0,0.003530518213907878
58,Osterode am Harz,san francisco,0.0,0.0,0.0,0.0,14,0,0.33603987097740173,2.474865037831129,0,0.003955326477686564
59,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.389965910481901,0,0.003955326477686564
60,Maja Odžaklievska,Maja Odaklievska,0.3333333333333333,0.5,0.5,0.5,1,0,0.9072349667549133,1.0489049086457845,0,0.004614434639612834
61,Lord Of War,Lord Of War,1.0,1.0,1.0,1.0,0,1,1.0,1.2965377835115885,0,0.004614434639612834
62,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1639355324833185,0,0.003136932849884033
63,Xi'an,shanghai,0.0,0.0,0.0,0.0,7,0,0.5214009284973145,2.785676949022092,0,0.003136932849884033
64,Dutch,san francisco,0.0,0.0,0.0,0.0,12,0,0.3736925423145294,2.4199268032024777,0,0.0034807066122690836
65,Cairo,shanghai,0.0,0.0,0.0,0.0,7,0,0.7366900444030762,3.194376165085183,0,0.0034807066122690836
66,John-Roger Hinkins,John-Roger Hinkins,1.0,1.0,1.0,1.0,0,1,1.0,1.1571529429389082,0,0.0039021352926890056
67,Saturn In Opposition,Saturn In Opposition,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0617708684594669,0,0.0039021352926890056
68,God'S Will Be Done,God's Will Be Done,0.6666666666666666,0.8,0.8,0.8000000000000002,1,0,1.0,1.1550209832588347,0,0.004272101322809855
69,Closed Doors Village,Closed Doors Village,1.0,1.0,1.0,1.0,0,1,1.0,1.0528594522251724,0,0.004272101322809855
70,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0610364413377764,0,0.003280043601989746
71,Born To Gamble,Drop Dead Darling,0.0,0.0,0.0,0.0,14,0,0.41101956367492676,1.0450905747066208,0,0.003280043601989746
72,Tony Owen,Tony Owen,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.4333730390617783,0,0.0020867069562276203
73,University of British Columbia,IDK,0.0,0.0,0.0,0.0,30,0,0.25093403458595276,1.897774337511376,1,0.0020867069562276203
74,György Enyedi,Yash Chopra,0.0,0.0,0.0,0.0,12,0,0.2696760296821594,2.922679947411958,0,0.003626867135365804
75,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.3437406608637175,0,0.003626867135365804
76,Night And Dawn,Night And Dawn,1.0,1.0,1.0,1.0,0,1,1.0,1.2269208450950853,0,0.0024420539538065594
77,Francis William Thring,Freddie Francis,0.25,0.3333333333333333,0.5,0.4,16,0,0.39237886667251587,6.721516545144451,0,0.0024420539538065594
78,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0779240733278344,0,0.002148820956548055
79,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0614605518500941,0,0.002148820956548055
80,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1550331169319799,0,0.002850129206975301
81,Thikkodi,karachi,0.0,0.0,0.0,0.0,7,0,0.41763314604759216,2.8850336188821264,0,0.002850129206975301
82,Koch Bihar,karnataka,0.0,0.0,0.0,0.0,9,0,0.6651955246925354,2.403438280567817,0,0.0036223073800404865
83,Bad Man'S River,Bad Man'S River,1.0,1.0,1.0,1.0,0,1,1.0,1.1156544655363754,0,0.0036223073800404865
84,Fængslende Feriedage,Ritzy,0.0,0.0,0.0,0.0,19,0,0.4222584664821625,1.3291256275196153,0,0.002481702963511149
85,Austrian,Austria,0.0,0.0,0.0,0.0,1,0,0.8286513686180115,3.62935032883222,0,0.002481702963511149
86,Latvian,russian,0.0,0.0,0.0,0.0,4,0,0.6802636384963989,1.960403614323014,0,0.004449971516927083
87,Tag Til Marked I Fjordby,La Recta Provincia,0.0,0.0,0.0,0.0,20,0,0.34798529744148254,1.0540330645519915,0,0.004449971516927083
88,Vicente Borge,Vicente Borge,1.0,1.0,1.0,1.0,0,1,1.0,1.155874139916595,0,0.0031566838423411053
89,Matteo Furlan,Matteo Furlan,1.0,1.0,1.0,1.0,0,1,1.0,1.0624561741213903,0,0.0031566838423411053
90,Phony Express,Ghosts – Italian Style,0.0,0.0,0.0,0.0,19,0,0.4526340663433075,1.0827286025109821,0,0.004118579626083374
91,"Dayton, Ohio",IDK,0.0,0.0,0.0,0.0,12,0,0.2732553780078888,1.9860434442881494,1,0.004118579626083374
92,Austrian,American,0.0,0.0,0.0,0.0,4,0,0.680433452129364,2.3061819033148083,0,0.004792096217473348
93,Return To Cabin By The Lake,Return To Cabin By The Lake,1.0,1.0,1.0,1.0,0,1,1.0,1.074192215870244,0,0.004792096217473348
94,Chanakya Shapatham,Somewhere In Sonora,0.0,0.0,0.0,0.0,18,0,0.2871379554271698,1.0626951064628065,0,0.0043508470058441166
95,Crimean,stanbul,0.0,0.0,0.0,0.0,7,0,0.39557379484176636,1.7645253060346837,0,0.0043508470058441166
96,London,england,0.0,0.0,0.0,0.0,6,0,0.6141287088394165,2.556822715883929,0,0.0031000336011250814
97,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1394432166074813,0,0.0031000336011250814
98,Yuen Siu-tien,john sturges,0.0,0.0,0.0,0.0,9,0,0.3771840035915375,4.433326131055444,0,0.008499433596928915
99,Las Tecnologías Pesqueras,Las Tecnologas Pesqueras,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.9661349058151245,1.0171780192292121,0,0.008499433596928915
100,Barravento,Hercules Against The Sons Of The Sun,0.0,0.0,0.0,0.0,31,0,0.28390592336654663,1.0410318409561568,0,0.006204477945963542
101,Düsseldorf,switzerland,0.0,0.0,0.0,0.0,10,0,0.6288205981254578,2.821979550210665,0,0.006204477945963542
102,Luzy,rouen,0.0,0.0,0.0,0.0,4,0,0.3923839032649994,3.342505392117142,0,0.0036142051219940187
103,The Pocket-Knife,Two Balloons,0.0,0.0,0.0,0.0,13,0,0.43132632970809937,1.0469013671555591,0,0.0036142051219940187
104,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.174566030743778,0,0.005180982748667399
105,L'Eroe Sono Io,L'Eroe Sono Io,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0234353383308845,0,0.005180982748667399
106,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0607147377239208,0,0.002170260747273763
107,Dutch,India,0.0,0.0,0.0,0.0,5,0,0.5986505150794983,2.532826664538921,0,0.002170260747273763
108,Miguel Augusto Prince,Juan Cruz Real,0.0,0.0,0.0,0.0,17,0,0.540061354637146,1.3161713158241324,0,0.0027956565221150718
109,Scrap Heaven,Twelve Miles Out,0.0,0.0,0.0,0.0,14,0,0.37539270520210266,1.0613474647281373,0,0.0027956565221150718
110,György Enyedi,john steinbeck,0.0,0.0,0.0,0.0,12,0,0.2755012512207031,3.672116729256711,0,0.003974872827529907
111,Luca Calapai,Luca Calapai,1.0,1.0,1.0,1.0,0,1,1.0,1.0189698619864378,0,0.003974872827529907
112,Kottayam,Chennai,0.0,0.0,0.0,0.0,7,0,0.5624864101409912,2.665130329506774,0,0.0021016955375671386
113,11 November 1964,1939,0.0,0.0,0.0,0.0,14,0,0.4941041171550751,6.663719357077864,0,0.0021016955375671386
114,Kalabha Mazha,Kalabha Mazha,1.0,1.0,1.0,1.0,0,1,1.0,1.0424703468448915,0,0.0036498089631398518
115,Elizabeth Rees-Williams,Yvonne De Carlo,0.0,0.0,0.0,0.0,19,0,0.3885134160518646,2.463914986646572,0,0.0036498089631398518
116,Key House Mirror,Count Cohn,0.0,0.0,0.0,0.0,13,0,0.34992972016334534,1.1524596540570502,0,0.003611689805984497
117,When Love Sets The Fashion,Kashmeeram,0.0,0.0,0.0,0.0,23,0,0.32475027441978455,1.1383990618483568,0,0.003611689805984497
118,Alyaksey Vasilewski,Alyaksey Vasilewski,1.0,1.0,1.0,1.0,0,1,1.0,1.1733243281664445,0,0.00547448992729187
119,Pals Of The Saddle,Un Dramma Borghese,0.0,0.0,0.0,0.0,17,0,0.35941651463508606,1.02454669817475,0,0.00547448992729187
120,Austrian,Austria,0.0,0.0,0.0,0.0,1,0,0.8286513686180115,3.2256454142288424,0,0.0024925907452901202
121,João Da Mata,Beautiful Girls,0.0,0.0,0.0,0.0,14,0,0.3216352164745331,1.4767175261363144,0,0.0024925907452901202
122,Big Happiness,Big Happiness,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.2386766642836131,0,0.0024691760540008546
123,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0662388465619408,0,0.0024691760540008546
124,New Zealand,France,0.0,0.0,0.0,0.0,10,0,0.5735598206520081,3.6384254364859774,0,0.002212981383005778
125,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.3641095200459266,0,0.002212981383005778
126,Formula Of Love,Seduced And Abandoned,0.0,0.0,0.0,0.0,17,0,0.46506235003471375,1.0814483349902326,0,0.004734037319819132
127,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0549808686148918,0,0.004734037319819132
128,Gniazdo,Gniazdo,1.0,1.0,1.0,1.0,0,1,1.0,1.0698179657822504,0,0.0043414632479349775
129,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1755843125422825,0,0.0043414632479349775
130,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0665182144371639,0,0.0036489049593607585
131,Paulo Centurión,Paulo Centurión,1.0,1.0,1.0,1.0,0,1,1.0,1.157416290904063,0,0.0036489049593607585
132,Ogun State,sydney,0.0,0.0,0.0,0.0,9,0,0.37945476174354553,2.717882688725778,0,0.004395433266957601
133,Turn On To Love,The Butterfly Lifts The Cat Up,0.0,0.0,0.0,0.0,23,0,0.3060064911842346,1.1123654630686657,0,0.004395433266957601
134,"The Avenger, Zorro",The Spirit Of The Beehive,0.14285714285714285,0.25,0.25,0.25,20,0,0.46258625388145447,1.096696392470495,0,0.00439260999361674
135,Hot Tamale,Hot Tamale,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0733278704935105,0,0.00439260999361674
136,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.2328261202289699,0,0.003995198011398316
137,Man Ki Jeet,A Man Who Liked Funerals,0.14285714285714285,0.3333333333333333,0.2,0.25,17,0,0.30303284525871277,1.106249989923086,0,0.003995198011398316
138,Return To Macon County,Nightmare Honeymoon,0.0,0.0,0.0,0.0,18,0,0.31621062755584717,1.0731126493117142,0,0.004386230309804281
139,Looking For Danger,Looking For Danger,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.2355449698684666,0,0.004386230309804281
140,Australia,Taiwan,0.0,0.0,0.0,0.0,8,0,0.680069625377655,3.0641846949443012,0,0.003364821275075277
141,Men Suddenly In Love,Unearthly Stranger,0.0,0.0,0.0,0.0,16,0,0.3794420659542084,1.083747554732995,0,0.003364821275075277
142,The Bloodsucker Leads The Dance,To Make A Killing,0.0,0.0,0.0,0.0,24,0,0.38492467999458313,1.102774011945288,0,0.0038608392079671223
143,Thomas Rolfe,Thomas Rolfe,1.0,1.0,1.0,1.0,0,1,1.0,1.2275504301323616,0,0.0038608392079671223
144,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.174368285423965,0,0.0031617363293965656
145,Cup-Tie Honeymoon,Run The Race,0.0,0.0,0.0,0.0,12,0,0.3789556324481964,1.1999592120626872,0,0.0031617363293965656
146,Jim Haynes,Jim Haynes,1.0,1.0,1.0,1.0,0,1,1.0,1.423662410909952,0,0.0031133254369099935
147,Viet Nam,Vietnam,0.0,0.0,0.0,0.0,2,0,0.6818276643753052,3.8373504145502015,0,0.0031133254369099935
148,Nalla Thangal,Nalla Thangal,1.0,1.0,1.0,1.0,0,1,1.0,1.024480929616942,0,0.006196208794911702
149,Ahmed III,sultan hussein,0.0,0.0,0.0,0.0,13,0,0.5430858731269836,1.6155397580939534,0,0.006196208794911702
150,James T. Ronald,James T. Ronald,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.1736546657199858,0,0.002991928656895955
151,Canadian,American,0.0,0.0,0.0,0.0,6,0,0.7076818943023682,2.779391886324301,0,0.002991928656895955
152,Nil Tun Maung,Nil Tun Maung,1.0,1.0,1.0,1.0,0,1,1.0,1.05927884698665,0,0.0036786715189615887
153,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1292494173382812,0,0.0036786715189615887
154,Un Extraño En La Escalera,Un Extrao En La Escalera,0.6666666666666666,0.8,0.8,0.8000000000000002,1,0,0.9594613313674927,1.0262055707440143,0,0.005500219265619914
155,Donogoo Tonka,The Afternoon Of A Torturer,0.0,0.0,0.0,0.0,22,0,0.3459799289703369,1.0612783011740559,0,0.005500219265619914
156,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.115563292766405,0,0.003739196062088013
157,He Snoops To Conquer,Hot Summer In The City,0.0,0.0,0.0,0.0,17,0,0.3103221654891968,1.1647818679542767,0,0.003739196062088013
158,Lydia Flood Jackson,Lydia Flood Jackson,1.0,1.0,1.0,1.0,0,1,1.0,1.1489237821788076,0,0.002964464823404948
159,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1007239439643883,0,0.002964464823404948
160,Baadasssss Cinema,Baadasssss Cinema,1.0,1.0,1.0,1.0,0,1,1.0,1.1018752292414236,0,0.004358967145284017
161,Wycliffe Juma,Nicolas Borodine,0.0,0.0,0.0,0.0,14,0,0.38666555285453796,1.232948885741576,0,0.004358967145284017
162,"Weston-super-Mare, Somerset",san francisco,0.0,0.0,0.0,0.0,22,0,0.31435781717300415,2.4579843260635483,0,0.006628415981928508
163,C. Maurice Patterson,Maj-Briht Bergström-Walan,0.0,0.0,0.0,0.0,21,0,0.41019928455352783,1.0565394677044218,0,0.006628415981928508
164,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.4211248952972408,0,0.004782493909200033
165,Ridley Scott,john mccarthy,0.0,0.0,0.0,0.0,12,0,0.3909372091293335,2.3876418178646492,0,0.004782493909200033
166,"Pelham, New York",IDK,0.0,0.0,0.0,0.0,16,0,0.29503878951072693,2.103241541586665,1,0.002102033297220866
167,Berlin,berlin,0.0,0.0,0.0,0.0,1,0,1.0,3.8788045116087226,0,0.002102033297220866
168,Story From Croatia,The Firm Man,0.0,0.0,0.0,0.0,13,0,0.35946667194366455,1.178907607785546,0,0.0029626965522766115
169,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1587201277604546,0,0.0029626965522766115
170,American,American,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,2.3135615083965964,0,0.0040034234523773195
171,Marius Mapou,Ademilson Silva Marques,0.0,0.0,0.0,0.0,17,0,0.40614137053489685,1.0457590818361933,0,0.0040034234523773195
172,Matthew Knox,Matthew Knox,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.2106938244812406,0,0.006253069639205933
173,Gulkhan-Eudokia of Georgia,elisabeth of trebizond,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,21,0,0.40169012546539307,1.8590228865135647,0,0.006253069639205933
174,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.077458926565059,0,0.0035860657691955565
175,Michele Morrow,Judy Cassab,0.0,0.0,0.0,0.0,13,0,0.4901590347290039,1.139943749435011,0,0.0035860657691955565
176,Dajan Hashemi,Dajan Hashemi,1.0,1.0,1.0,1.0,0,1,1.0,1.1355885330009676,0,0.0037727057933807373
177,Riders Of The Badlands,More Bloody Meetings,0.0,0.0,0.0,0.0,17,0,0.3411974608898163,1.0443936124737916,0,0.0037727057933807373
178,Radmila Savićević,Bernd Meinunger,0.0,0.0,0.0,0.0,16,0,0.37479403614997864,1.1479858338719784,0,0.002874449888865153
179,Czech,Poland,0.0,0.0,0.0,0.0,6,0,0.6329498887062073,1.4167781046812336,0,0.002874449888865153
180,Lalengzama Vangchhia,Zhang Lifang,0.0,0.0,0.0,0.0,15,0,0.424003928899765,1.115491013897022,0,0.002858823537826538
181,Víctor Bó,Nicola,0.0,0.0,0.0,0.0,7,0,0.47840285301208496,7.4206951769621705,0,0.002858823537826538
182,Young Buffalo Bill,Young Buffalo Bill,1.0,1.0,1.0,1.0,0,1,1.0,1.1430738722224862,0,0.00251847505569458
183,Dead Man,Dead Man,1.0,1.0,1.0,1.0,0,1,1.0,1.3222269760217626,0,0.00251847505569458
184,Göttingen,san francisco,0.0,0.0,0.0,0.0,12,0,0.47974279522895813,2.584258823496696,0,0.003593556086222331
185,Saleh Al-Dawod,Augusto Gama,0.0,0.0,0.0,0.0,13,0,0.40305596590042114,1.4240415413958831,0,0.003593556086222331
186,Keep Away From The Window,Keep Away From The Window,1.0,1.0,1.0,1.0,0,1,1.0,1.125237826917564,0,0.004134956995646159
187,A Song To Remember,Enjoy Yourselves,0.0,0.0,0.0,0.0,13,0,0.34956830739974976,1.0531280971290395,0,0.004134956995646159
188,Ross Mcmillan,Ross Mcmillan,1.0,1.0,1.0,1.0,0,1,1.0,1.080677552911032,0,0.002874380350112915
189,New Zealand,England,0.0,0.0,0.0,0.0,7,0,0.5749562382698059,1.7668474848124078,0,0.002874380350112915
190,Prince Nikolaus Wilhelm of Nassau,yefim nikolayevich yefimovich yefimovich yefimovich yefim,0.0,0.0,0.0,0.0,45,0,0.302063524723053,1.790599052554538,0,0.017038599650065104
191,The First Rains Of Spring,Venetian Bird,0.0,0.0,0.0,0.0,19,0,0.44020748138427734,1.0157885349963247,0,0.017038599650065104
192,Königsberg,st. john s crypt,0.0,0.0,0.0,0.0,14,0,0.35953569412231445,3.7158327864478333,0,0.00617633064587911
193,Elizabeth Rees-Williams,Phyllis Diller,0.0,0.0,0.0,0.0,18,0,0.3743039667606354,2.2088707789091924,0,0.00617633064587911
194,Return From The Sea,Troublesome Night 14,0.0,0.0,0.0,0.0,16,0,0.380528062582016,1.069790178648354,0,0.003622943162918091
195,American,Papua New Guinea,0.0,0.0,0.0,0.0,14,0,0.3006729483604431,1.6760044739273665,0,0.003622943162918091
196,St. John's,san francisco,0.0,0.0,0.0,0.0,10,0,0.4646690785884857,2.1399810823666323,0,0.004135553042093913
197,Scenes From A Gay Marriage,Scenes From A Gay Marriage,1.0,1.0,1.0,1.0,0,1,1.0,1.0392028116759755,0,0.004135553042093913
198,Spanish,Poland,0.0,0.0,0.0,0.0,6,0,0.5638546943664551,2.4108156119933533,0,0.0028654317061106364
199,Franz Limmer,Robert Glen Coe,0.0,0.0,0.0,0.0,14,0,0.5188906192779541,1.1878078561986862,0,0.0028654317061106364
200,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0735146322286444,0,0.0032572646935780845
201,Mimí Lazo,Mim Lazo,0.3333333333333333,0.5,0.5,0.5,1,0,0.7082200646400452,1.102331423232325,0,0.0032572646935780845
202,Hradec Králové,st. john's wort,0.0,0.0,0.0,0.0,14,0,0.3425455689430237,3.3010683319766363,0,0.005101730426152547
203,István Görgényi,Demetrious Cox,0.0,0.0,0.0,0.0,15,0,0.3899160325527191,1.1663680767317604,0,0.005101730426152547
204,Mikael Judas,Prabhat Kumar Mukhopadhyaya,0.0,0.0,0.0,0.0,22,0,0.32315999269485474,1.0232223145853845,0,0.006405423084894816
205,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1606030727373409,0,0.006405423084894816
206,Crime In The Streets,Battle For Brooklyn,0.0,0.0,0.0,0.0,19,0,0.40489479899406433,1.0904495390302305,0,0.002965390682220459
207,Song Of Arizona,Texas Terrors,0.0,0.0,0.0,0.0,13,0,0.45076820254325867,1.1557473248018844,0,0.002965390682220459
208,Gorka Brit,Gorka Brit,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.2012111642728371,0,0.0038104971249898274
209,The Emperor And His Brother,The Emperor And His Brother,1.0,1.0,1.0,1.0,0,1,1.0,1.0993401930512525,0,0.0038104971249898274
210,The Carousel Of Death,The Carousel Of Death,1.0,1.0,1.0,1.0,0,1,1.0,1.083438869282817,0,0.004502342144648234
211,Valparaíso,san francisco,0.0,0.0,0.0,0.0,8,0,0.5060502886772156,2.4985817621063693,0,0.004502342144648234
212,Kraków,san francisco,0.0,0.0,0.0,0.0,11,0,0.524780809879303,2.2658426152538667,0,0.004178249835968017
213,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0884210297105705,0,0.004178249835968017
