qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK,Time
16,Arc de Triomphe,Arc de Triomphe,1.0,1.0,1.0,1.0,0,1,1.0,1.0187519405195795,0,0.008140281836191813
17,The India Gate,India Gate,0.6666666666666666,0.6666666666666666,1.0,0.8,4,0,0.8408294320106506,1.2566778605511144,0,0.00531308650970459
18,"90,000","90,000",1.0,1.0,1.0,1.0,0,1,1.0,1.023162333330218,0,0.0059846282005310055
19,1931,1931,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0006006321734435,0,0.0054138898849487305
20,George V,George V,1.0,1.0,1.0,1.0,0,1,1.0,1.0953249704783439,0,0.005136462052663168
21,Sir Edwin Lutyens and Sir Herbert Baker,Sir Edwin Lutyens and Sir Herbert Baker,1.0,1.0,1.0,1.0,0,1,1.0,1.0463279964930638,0,0.011274882157643636
22,1911,1911,1.0,1.0,1.0,1.0,0,1,1.0,1.0052081961490429,0,0.004580529530843099
23,Viceroy Lord Irwin,Lord Irwin,0.6666666666666666,0.6666666666666666,1.0,0.8,8,0,0.8350508809089661,1.011623664097151,0,0.006660183270772298
24,13 February 1931,13 February 1931,1.0,1.0,1.0,1.0,0,1,1.0,1.004840174619496,0,0.006418863932291667
25,Maharaja Jai Singh II of Jaipur,Maharaja Jai Singh II,0.6666666666666666,0.6666666666666666,1.0,0.8,10,0,0.8444568514823914,1.0797503987924777,0,0.008178667227427164
26,13,13,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.004135933859162,0,0.005025696754455566
27,Jantar Mantar,Jantar Mantar,1.0,1.0,1.0,1.0,0,1,1.0,1.0005436616829502,0,0.007265686988830566
28,compile astronomical tables,compile astronomical tables,1.0,1.0,1.0,1.0,0,1,1.0,1.1107494252590036,0,0.00883191426595052
29,Connaught Place,Connaught Place,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0005158790036455,0,0.007381029923756917
30,four,four,1.0,1.0,1.0,1.0,0,1,1.0,1.2411815112379683,0,0.0050142248471577965
31,Park,Park,1.0,1.0,1.0,1.0,0,1,1.0,1.0009876513140463,0,0.005030393600463867
32,E 122nd Street,E 122nd Street,1.0,1.0,1.0,1.0,0,1,1.0,1.001822412339073,0,0.007057030995686849
33,Madison Avenue,Madison Avenue,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.026409446737104,0,0.005159628391265869
34,Marcus Garvey Memorial Park,Marcus Garvey Memorial Park,1.0,1.0,1.0,1.0,0,1,1.0,1.002263150204822,0,0.007690505186716715
35,substantial disputes over treaty interpretations,substantial disputes,0.4,0.4,1.0,0.5714285714285715,28,0,0.6873067617416382,1.315578631751188,0,0.005232405662536621
36,To establish the meaning in context,To establish the meaning in context,1.0,1.0,1.0,1.0,0,1,1.0,1.0671128746396985,0,0.007905364036560059
37,the preparatory work from the negotiation and drafting of the treaty,the preparatory work from the negotiation and drafting of the treaty,1.0,1.0,1.0,1.0,0,1,1.0,1.0483553203424778,0,0.012764914830525716
38,International tribunals and arbiters,International tribunals and arbiters,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.013670206044058,0,0.008249167601267498
39,"the final, signed treaty itself","the final, signed treaty itself",1.0,1.0,1.0,1.0,0,1,1.0,1.0219449645466747,0,0.008272862434387207
40,international law,international law,1.0,1.0,1.0,1.0,0,1,0.9999997615814209,1.0189874976341253,0,0.005171465873718262
41,treaties,treaties,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0041200872987655,0,0.005330344041188558
42,international law,international,0.5,0.5,1.0,0.6666666666666666,4,0,0.4980340898036957,1.3787753789919406,0,0.004740007718404134
43,internal law,internal,0.5,0.5,1.0,0.6666666666666666,4,0,0.523292601108551,1.3394186585993595,0,0.004782040913899739
44,The Law of Treaties,The Law of Treaties,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0070596228598303,0,0.007207262516021729
45,Yama,Yama,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.106283213802698,0,0.004708969593048095
46,mount,his mount,0.5,1.0,0.5,0.6666666666666666,4,0,0.5089004039764404,1.1713895918973982,0,0.005388307571411133
47,Yama,Yama,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.022603757018573,0,0.004721482594807942
48,the gates of Naraka,the gates of Naraka,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0697627627029656,0,0.007203094164530436
49,bronze dog figurines.,bronze dog figurines,0.75,0.75,1.0,0.8571428571428571,1,0,0.8563111424446106,1.0315398770048625,0,0.0066550294558207195
50,"$250,000.","$250,000",0.6666666666666666,0.6666666666666666,1.0,0.8,1,0,0.8697070479393005,1.0802090466521361,0,0.005391299724578857
51,"250,000","$250,000",0.5,1.0,0.5,0.6666666666666666,1,0,0.8049642443656921,1.1029952699828691,0,0.005475485324859619
52,"$250,000","$250,000",1.0,1.0,1.0,1.0,0,1,1.0,1.1053893061359232,0,0.005237611134847006
53,Ike,Ike,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.1343305387386398,0,0.005366186300913493
54,Survivor Foundation,Survivor Foundation,1.0,1.0,1.0,1.0,0,1,1.0,1.0550394188514836,0,0.006010214487711589
55,"""half-caste menace""",half-caste menace,0.5,0.5,1.0,0.6666666666666666,2,0,0.8104251623153687,1.0627438360817993,0,0.006940090656280517
56,the White Australia ideal,the White Australia ideal,1.0,1.0,1.0,1.0,0,1,1.0,1.13432367595599,0,0.006477383772532145
57,Dr. Cecil Cook,Dr. Cecil Cook,1.0,1.0,1.0,1.0,0,1,1.0,1.0113057157440057,0,0.008680605888366699
58,mixed-race people,mixed-race people,1.0,1.0,1.0,1.0,0,1,1.0,1.0771115632569508,0,0.00707789659500122
59,"the Northern Territory Protector of Natives,",Northern Territory Protector of Natives,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333333,5,0,0.8434142470359802,1.129437766381603,0,0.009417096773783365
60,"18,498","18,498",1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0267081426339022,0,0.006637223561604818
61,"374,176","374,176",1.0,1.0,1.0,1.0,0,1,1.0,1.0135526092431866,0,0.008079103628794352
62,tried to repair roads,tried to repair roads,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.1581626376518512,0,0.00640026330947876
63,"68,636","68,636",1.0,1.0,1.0,1.0,0,1,1.0,1.0051637535702234,0,0.006935155391693116
64,"69,180","69,180",1.0,1.0,1.0,1.0,0,1,1.0,1.0584062062668205,0,0.006399524211883545
65,2,2,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0335935801525566,0,0.004843779404958089
66,5,5,1.0,1.0,1.0,1.0,0,1,1.0,1.0243267813146562,0,0.004906833171844482
67,+290,+290,1.0,1.0,1.0,1.0,0,1,1.000000238418579,1.0096161530286776,0,0.005804272492726644
68,Tristan da Cunha,Tristan da Cunha,1.0,1.0,1.0,1.0,0,1,1.0,1.0004895466141417,0,0.007795898119608561
69,1 October 2013,1 October 2013,1.0,1.0,1.0,1.0,0,1,1.0,1.0301377917739836,0,0.006299229462941488
70,Copeland Award,Copeland Award,1.0,1.0,1.0,1.0,0,1,1.0,1.005191966575203,0,0.006605911254882813
71,70,70,1.0,1.0,1.0,1.0,0,1,1.0,1.0371104775174502,0,0.00477055311203003
72,12,12,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.184033936458896,0,0.0051772832870483395
73,Northwestern,Northwestern,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0550701820074673,0,0.004749755064646403
74,5,5,1.0,1.0,1.0,1.0,0,1,1.0,1.0742664115013243,0,0.004906284809112549
75,Richard,Richard,1.0,1.0,1.0,1.0,0,1,0.9999998211860657,1.0021085142396629,0,0.00495979388554891
76,Southampton Plot,Southampton Plot,1.0,1.0,1.0,1.0,0,1,1.0,1.075769572866432,0,0.006717499097188314
77,the Bargate,Bargate,0.5,0.5,1.0,0.6666666666666666,4,0,0.730367124080658,1.06044318750999,0,0.0055209000905354815
78,Battle of Agincourt,Battle of Agincourt,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0852261853411427,0,0.0075297673543294275
79,Red Lion,Red Lion,1.0,1.0,1.0,1.0,0,1,1.0,1.0159925367065625,0,0.005537180105845133
80,basmati,basmati,1.0,1.0,1.0,1.0,0,1,1.0,1.0080294923120954,0,0.005591102441151937
81,rice,rice,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0068506021967543,0,0.004957143465677897
82,Tarawih prayers,Tarawih prayers,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.019557525901124,0,0.007433537642161051
83,11 pm,11 pm,1.0,1.0,1.0,1.0,0,1,1.0,1.0336394214733484,0,0.005656711260477702
84,lunch,lunch,1.0,1.0,1.0,1.0,0,1,0.9999998211860657,1.02224816307053,0,0.004978124300638835
85,two separate satellite constellations,two,0.25,0.25,1.0,0.4,34,0,0.3983828127384186,1.098572910878309,0,0.004986425240834554
86,since 2000,since 2000,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.198030759430718,0,0.005468261241912842
87,北斗衛星導航系統,,0.0,0.0,0.0,0.0,8,0,0.0,1.0017397206765872,0,0.005499911308288574
88,a Chinese satellite navigation system,a Chinese satellite navigation system,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0877147291814775,0,0.008059418201446534
89,"a limited test system that has been operating since 2000, and a full-scale global navigation system","a limited test system that has been operating since 2000, and a full-scale global navigation system that is currently under construction",0.7894736842105263,1.0,0.7894736842105263,0.8823529411764706,37,0,0.9410250186920166,1.0353647591913233,0,0.024867419401804605
90,depressed,depressed,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.082458837757509,0,0.006161340077718099
91,Suriname,Suriname,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0012344657660384,0,0.0070237835248311365
92,deteriorating,deteriorating,1.0,1.0,1.0,1.0,0,1,0.9999997019767761,1.026950700292885,0,0.0060312747955322266
93,macroeconomic,macroeconomic,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.1969245860146205,0,0.00538868506749471
94,233 days or about 33 weeks,233 days or about 33 weeks,1.0,1.0,1.0,1.0,0,1,1.0,1.0795107892538354,0,0.008253820737202962
95,IXI,IXI,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.048120553978959,0,0.006221242745717366
96,Burst.com,Burst.com,1.0,1.0,1.0,1.0,0,1,1.0,1.001031285466485,0,0.00722955067952474
97,1981,1981,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0070942039941357,0,0.00503773291905721
98,Burst.com,Burst.com,1.0,1.0,1.0,1.0,0,1,1.0,1.0018031006018175,0,0.007422896226247152
99,Kane Kramer,Kane Kramer,1.0,1.0,1.0,1.0,0,1,1.0,1.0012282722336248,0,0.006634644667307536
100,7 June 1842,7 June 1842,1.0,1.0,1.0,1.0,0,1,1.0,1.0064320078026614,0,0.007316227753957113
101,piano technique and composition.,piano technique and composition,0.8,0.8,1.0,0.888888888888889,1,0,0.8845385313034058,1.047415383418936,0,0.006995010375976563
102,Delacroix,Delacroix,1.0,1.0,1.0,1.0,0,1,1.0,1.0016665245917482,0,0.00714797576268514
103,"Polonaise in A-flat major, Op. 53","Polonaise in A-flat major, Op. 53",1.0,1.0,1.0,1.0,0,1,1.0,1.0228794718235368,0,0.011895382404327392
104,Pauline Viardot,Pauline Viardot,1.0,1.0,1.0,1.0,0,1,1.0,1.0027719879062091,0,0.008384887377421062
105,1952,1952,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.004464094699074,0,0.004724673430124919
106,KJHK,KJHK,1.0,1.0,1.0,1.0,0,1,1.0,1.002878227694047,0,0.0063198288281758625
107,KUJH-LP,KUJH-LP,1.0,1.0,1.0,1.0,0,1,1.0,1.0086404933314785,0,0.007861840724945068
108,public affairs,public affairs programs,0.6666666666666666,1.0,0.6666666666666666,0.8,9,0,0.757297933101654,1.1035119562920181,0,0.006033186117808024
109,KANU,KANU,1.0,1.0,1.0,1.0,0,1,1.0,1.0038437583012387,0,0.005991498629252116
110,Weston Mill,Weston Mill,1.0,1.0,1.0,1.0,0,1,1.0,1.000243990888919,0,0.006022171179453532
111,2007,2007,1.0,1.0,1.0,1.0,0,1,1.0,1.0117905548927983,0,0.0047761480013529456
112,Drake Memorial Park,Drake Memorial Park,1.0,1.0,1.0,1.0,0,1,1.0,1.0020238124672438,0,0.0060543696085611975
113,mid-19th century,mid-19th century,1.0,1.0,1.0,1.0,0,1,1.0,1.0083798147765684,0,0.006620629628499349
114,a brass plaque,brass plaque,0.6666666666666666,0.6666666666666666,1.0,0.8,2,0,0.8642182350158691,1.1453396664856073,0,0.005510640144348144
115,Second Anglo-Dutch War,Second Anglo-Dutch War,1.0,1.0,1.0,1.0,0,1,1.0,1.019008253096643,0,0.008906273047129314
116,200,200,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0017843955162955,0,0.0051172216733296715
117,200,200,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0038557537226136,0,0.005069637298583984
118,Second Anglo-Dutch War,Second Anglo-Dutch War,1.0,1.0,1.0,1.0,0,1,1.0,1.0174963964962511,0,0.010219728946685791
119,Run,Run,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0063214092248924,0,0.0051051934560139975
120,Longwood district,Longwood,0.5,0.5,1.0,0.6666666666666666,9,0,0.6762025952339172,1.0687564149631565,0,0.0061402559280395504
121,Edmond Halley,Edmond Halley,1.0,1.0,1.0,1.0,0,1,1.0,1.003995895303267,0,0.008192149798075359
122,University of Oxford,University of Oxford,1.0,1.0,1.0,1.0,0,1,1.0,1.0272580988594742,0,0.006213533878326416
123,24,24,1.0,1.0,1.0,1.0,0,1,1.0,1.057928425789109,0,0.005403653780619303
124,Southern,Southern,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.121907046494787,0,0.00556571880976359
125,600,At least 600,0.3333333333333333,1.0,0.3333333333333333,0.5,9,0,0.5965716242790222,1.2678806301332275,0,0.0061485568682352705
126,seven,seven,1.0,1.0,1.0,1.0,0,1,1.0,1.078904563072308,0,0.004898178577423096
127,seven,seven,1.0,1.0,1.0,1.0,0,1,1.0,1.151731647653175,0,0.00490948756535848
128,"1,700","1,700",1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1474778128639906,0,0.0055196166038513185
129,"7,000","At least 7,000",0.3333333333333333,1.0,0.3333333333333333,0.5,9,0,0.775164008140564,1.1582726207178293,0,0.0065067450205485025
130,Central African Republic,Central African Republic,1.0,1.0,1.0,1.0,0,1,1.0,1.031495905053885,0,0.005994085470835368
131,Gabon,Gabon,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0010326946708317,0,0.005415324370066325
132,Cameroon,Cameroon,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0004485687415416,0,0.00662604570388794
133,Central Africa,Central Africa,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.2485641211761416,0,0.005418117841084798
134,af2,af2,1.0,1.0,1.0,1.0,0,1,1.0,1.0198178638553295,0,0.006569723288218181
135,2009,2009,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0391604116421285,0,0.004794708887736003
136,"Chicago, Illinois","Chicago, Illinois",1.0,1.0,1.0,1.0,0,1,1.0,1.007902773782175,0,0.00617449680964152
137,1987,1987,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0106725739417701,0,0.004822885990142823
138,2000,2000,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0100157755688872,0,0.004920188585917155
139,République du Congo,République du Congo,1.0,1.0,1.0,1.0,0,1,1.0,1.002538331304007,0,0.006179086367289225
140,1175,1175,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0153435905765766,0,0.005964215596516927
141,13,13,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0207885136606496,0,0.005428179105122884
142,1339,1339,1.0,1.0,1.0,1.0,0,1,1.0,1.014602019756826,0,0.006057433287302653
143,Charles Grimaldi,Charles Grimaldi,1.0,1.0,1.0,1.0,0,1,1.0,1.0025795469782837,0,0.007727503776550293
144,Monaco,Monaco,1.0,1.0,1.0,1.0,0,1,1.0,1.0017805588125424,0,0.005448011557261149
145,Starpower: Beyoncé,Starpower: Beyoncé,1.0,1.0,1.0,1.0,0,1,1.0,1.013334747005652,0,0.009087606271107992
146,Starpower: Beyoncé,Starpower: Beyoncé,1.0,1.0,1.0,1.0,0,1,1.0,1.0036606434241955,0,0.009168187777201334
147,since the age of 18,since the age of 18,1.0,1.0,1.0,1.0,0,1,1.0,1.0649039369542637,0,0.007312659422556559
148,June 2013,June 2013,1.0,1.0,1.0,1.0,0,1,1.0,1.0035637454229196,0,0.006106917063395182
149,70 staff,70,0.5,0.5,1.0,0.6666666666666666,6,0,0.614464521408081,1.1448226834580768,0,0.005176091194152832
150,Zeila,Zeila,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0017869017788361,0,0.00730280876159668
151,"15,000","15,000",1.0,1.0,1.0,1.0,0,1,1.0,1.128861222126354,0,0.006559594472249349
152,Djibouti,Djibouti,1.0,1.0,1.0,1.0,0,1,1.0,1.000192148896056,0,0.010524102052052816
153,the Red Sea,Red Sea,0.6666666666666666,0.6666666666666666,1.0,0.8,4,0,0.8640155792236328,1.032087193146959,0,0.006213255723317464
154,the Walashma dynasty,Walashma,0.3333333333333333,0.3333333333333333,1.0,0.5,12,0,0.7312881350517273,1.0889091713095824,0,0.0073197682698567705
155,Giorgio Moroder,Giorgio Moroder,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0046104178084316,0,0.007825811703999838
156,1977,1977,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0028195039865753,0,0.005442122618357341
157,1980s disco-pop,disco-pop,0.5,0.5,1.0,0.6666666666666666,6,0,0.8780805468559265,1.0379153122353348,0,0.007249963283538818
158,1979,1979,1.0,1.0,1.0,1.0,0,1,1.0,1.0025214768335045,0,0.004983913898468017
159,synthesizers and drum machines,drum machines,0.5,0.5,1.0,0.6666666666666666,17,0,0.8181280493736267,1.2209544533774643,0,0.005912172794342041
160,pronunciation,mostly in pronunciation,0.3333333333333333,1.0,0.3333333333333333,0.5,10,0,0.638178288936615,1.3006886771073756,0,0.006016226609547933
161,different varieties,two different varieties of the same language,0.2857142857142857,1.0,0.2857142857142857,0.4444444444444445,25,0,0.5556800961494446,1.1167448388563188,0,0.008399033546447754
162,the same language,the same language,1.0,1.0,1.0,1.0,0,1,1.0,1.5235124676334668,0,0.006221477190653483
163,two standard varieties,two different varieties,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,0,0.7556205987930298,1.2268009379363765,0,0.006202073891957601
164,Eastern and Western,Eastern and Western,1.0,1.0,1.0,1.0,0,1,1.0,1.0171841018723722,0,0.0063025077184041345
165,international law,international law,1.0,1.0,1.0,1.0,0,1,0.9999997615814209,1.0037843460648674,0,0.005539079507191976
166,compacts,compacts,1.0,1.0,1.0,1.0,0,1,1.0,1.0013836173751076,0,0.005396123727162679
167,memoranda of understanding,memoranda of understanding,1.0,1.0,1.0,1.0,0,1,1.0,1.0014184353315778,0,0.008010149002075195
168,a sovereign state,sovereign state,0.6666666666666666,0.6666666666666666,1.0,0.8,2,0,0.7655591368675232,1.0894794055608925,0,0.00565717617670695
169,memoranda of understanding,memoranda of understanding,1.0,1.0,1.0,1.0,0,1,1.0,1.0023909928367865,0,0.008021954695383708
170,qualities as a pianist and composer,qualities as a pianist and composer,1.0,1.0,1.0,1.0,0,1,1.0,1.0674606723785052,0,0.009140626589457194
171,Carnaval,Carnaval,1.0,1.0,1.0,1.0,0,1,1.0,1.0015325369876382,0,0.006675068537394206
172,Alkan,Alkan,1.0,1.0,1.0,1.0,0,1,1.0,1.001234070530286,0,0.006079816818237304
173,Ballade No. 2 in F major,Ballade No. 2 in F major,1.0,1.0,1.0,1.0,0,1,1.0,1.012940163016116,0,0.010208809375762939
174,Ballade No. 2 in F major,Ballade No. 2 in F major,1.0,1.0,1.0,1.0,0,1,1.0,1.0093391242751768,0,0.010308714707692464
175,University of Plymouth,University of Plymouth,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0157458945660756,0,0.005969480673472086
176,Roy Lowry,Roy Lowry,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.110298784247379,0,0.005910702546437581
177,British Firework Championships,British Firework Championships,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0253570772970988,0,0.008018763860066731
178,August 2006,August 2006,1.0,1.0,1.0,1.0,0,1,1.0,1.1510379928820142,0,0.005945881207784017
179,1992,1992,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.017816296947671,0,0.004919648170471191
180,What's New,What's New,1.0,1.0,1.0,1.0,0,1,1.0,1.0361294327230794,0,0.007347706953684489
181,John Wayne,John Wayne,1.0,1.0,1.0,1.0,0,1,1.0,1.0005089171033001,0,0.006877736250559489
182,news,news,1.0,1.0,1.0,1.0,0,1,1.0,1.1175654024031894,0,0.005205496152242025
183,Gamescom,Gamescom 2009,0.5,1.0,0.5,0.6666666666666666,5,0,0.6642923355102539,1.1025907141912759,0,0.006007723013559977
184,Laithwaite,Laithwaite,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0222153445309972,0,0.007957351207733155
185,region,region,1.0,1.0,1.0,1.0,0,1,1.0,1.0271868033378773,0,0.004942488670349121
186,Francis Ford Coppola,Francis Ford Coppola,1.0,1.0,1.0,1.0,0,1,1.0,1.004778880330508,0,0.00820533037185669
187,3 month,3 month,1.0,1.0,1.0,1.0,0,1,1.0,1.0651643889967732,0,0.006091793378194173
188,October 2015,October 2015,1.0,1.0,1.0,1.0,0,1,1.0,1.060865958299061,0,0.006169255574544271
189,Information Board,[Information Board],0.5,1.0,0.5,0.6666666666666666,2,0,0.7241754531860352,1.1381234790467056,0,0.007137954235076904
190,Sichuan area,Sichuan area,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.2020990682106092,0,0.0064769148826599125
191,mobile and terrestrial,mobile and terrestrial,1.0,1.0,1.0,1.0,0,1,1.0,1.1398838316283482,0,0.006140395005544027
192,telecommunications,mobile and terrestrial telecommunications,0.25,1.0,0.25,0.4,23,0,0.6485899090766907,1.1594390552726992,0,0.00820536216100057
193,the government,the government,1.0,1.0,1.0,1.0,0,1,1.0,1.0312200615036327,0,0.005458692709604899
194,major news and media,news and media websites,0.6,0.75,0.75,0.75,15,0,0.7723497152328491,1.1484185102648732,0,0.0065640648206075035
195,the sixth edition,the sixth edition,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.2874252039954472,0,0.006572004159291585
196,Miscellaneous objections,Miscellaneous objections,1.0,1.0,1.0,1.0,0,1,1.0,1.0007437100171546,0,0.008208660284678142
197,"added a new chapter VII,","added a new chapter VII, Miscellaneous objections",0.75,1.0,0.75,0.8571428571428571,25,0,0.8077425360679626,1.0935022783536585,0,0.011820630232493082
198,George Jackson Mivart,George Jackson Mivart,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0106456671432578,0,0.007322990894317627
199,claimed it included false metaphysics,it included false metaphysics,0.8,0.8,1.0,0.888888888888889,8,0,0.8730168342590332,1.166916143860001,0,0.007252033551534017
200,primarily for commercial sale or sport.,commercial sale or sport,0.5714285714285714,0.5714285714285714,1.0,0.7272727272727273,15,0,0.7423515319824219,1.1351276980348584,0,0.007558691501617432
201,"the endangerment, extirpation and extinction of many animals","the endangerment, extirpation and extinction of many animals",1.0,1.0,1.0,1.0,0,1,1.0,1.059476034720767,0,0.015855014324188232
202,extinction,been hunted to endangerment or extinction,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,31,0,0.4736952483654022,1.0630895679653085,0,0.012156299750010173
203,excessive hunting,excessive hunting and poachers,0.5,1.0,0.5,0.6666666666666666,13,0,0.687167227268219,1.0440575344502754,0,0.01065764824549357
204,endangerment,"endangerment, extirpation and extinction",0.2,1.0,0.2,0.33333333333333337,28,0,0.6518822908401489,1.1192151807560529,0,0.01583690643310547
205,Secretariat of the Pacific Community,Pacific Islands Forum,0.14285714285714285,0.2,0.3333333333333333,0.25,29,0,0.5754671096801758,1.3129311935319856,0,0.0068737387657165526
206,Pacific Islands Forum,Pacific Islands Forum,1.0,1.0,1.0,1.0,0,1,1.0,1.0488718245729307,0,0.007146147886912028
207,Pratyabhijña,Pratyabhija,0.0,0.0,0.0,0.0,1,0,0.8950809240341187,1.0053629696502504,0,0.01104355255762736
208,United Nations,United Nations,1.0,1.0,1.0,1.0,0,1,1.0,1.018925674627137,0,0.0054721872011820475
209,Śvetāśvatara Upanishad,vetvatara Upanishad,0.3333333333333333,0.5,0.5,0.5,3,0,0.8461766242980957,1.0319988530944844,0,0.012502161661783855
210,400 – 200 BCE,400 – 200 BCE,1.0,1.0,1.0,1.0,0,1,1.0,1.030407675270298,0,0.008669726053873698
211,three,three,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0310667474531463,0,0.005755086739857991
212,Vidyaranya,Vidyaranya,1.0,1.0,1.0,1.0,0,1,1.0,1.0005671644263436,0,0.008093714714050293
213,18 February 2016,18 February 2016,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0128602291592814,0,0.0059906840324401855
214,Commonwealth of Nations,Commonwealth of Nations,1.0,1.0,1.0,1.0,0,1,1.0,1.0304669822948487,0,0.006086083253224691
215,Continental Scandinavian languages,Continental Scandinavian languages,1.0,1.0,1.0,1.0,0,1,1.0,1.1433731727448235,0,0.007121753692626953
