qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,Chrf++,BERT,Perp_ans
71,Heat,Beyonce,0.0,0.0,0.0,0.0,6,0,0.027173912152647972,0.27455562353134155,2.405095006301623
72,versatile,she has a tinny voice,0.0,0.0,0.0,0.0,15,0,0.16712680459022522,0.3253137469291687,3.1254545870066717
73,number four,2nd,0.0,0.0,0.0,0.0,11,0,0.014534883201122284,0.5016831755638123,3.2300113520638636
74,"""Single Ladies (Put a Ring on It)""","""Shake It Off""",0.23076923076923078,0.2727272727272727,0.6,0.37499999999999994,26,0,0.07356423884630203,0.46645593643188477,2.2221739152383817
75,1865,1898,0.0,0.0,0.0,0.0,2,0,0.1041666716337204,0.7680109143257141,8.111414691542429
76,Tommy Hilfiger,Yves Saint Laurent,0.0,0.0,0.0,0.0,16,0,0.02757352963089943,0.46682441234588623,1.5024226668898253
77,Rise Up,"""I'm a Queen""",0.0,0.0,0.0,0.0,12,0,0.0178571417927742,0.33837124705314636,2.9289437153547238
78,"310,000","500,000",0.0,0.0,0.0,0.0,2,0,0.35178568959236145,0.8971090316772461,4.813635628710115
79,118 million,over 100 million,0.25,0.5,0.3333333333333333,0.4,7,0,0.4593172073364258,0.7147824764251709,2.3023536925210966
80,Washington Hall,Notre Dame Cathedral,0.0,0.0,0.0,0.0,17,0,0.05973364785313606,0.5032521486282349,1.8014658347473689
81,Jay Z,Alicia Keys,0.0,0.0,0.0,0.0,10,0,0.048076923936605453,0.6060019731521606,2.4664290480029925
82,one of the 100 largest,ranked #5,0.0,0.0,0.0,0.0,20,0,0.03125,0.48256659507751465,9.002783118789809
83,Tommy Hilfiger,Yves Saint Laurent,0.0,0.0,0.0,0.0,16,0,0.02757352963089943,0.46682441234588623,1.5024226668898253
84,Charlie's Angels.,The Last Picture Show,0.0,0.0,0.0,0.0,19,0,0.05335365608334541,0.40627047419548035,4.805686434621025
85,Sasha Fierce for Deréon,Beyonce and Jay Z,0.0,0.0,0.0,0.0,19,0,0.06058749929070473,0.3273661732673645,2.2622457839883654
86,four,8,0.0,0.0,0.0,0.0,4,0,0.0,0.696763277053833,4.024527497023342
87,Houston,st. louis,0.0,0.0,0.0,0.0,8,0,0.10976702719926834,0.5872510075569153,2.33241839824966
88,B'Day,Beyoncé,0.0,0.0,0.0,0.0,6,0,0.04629629850387573,0.23539063334465027,2.1305379433263694
89,Bootylicious,Beyonce,0.0,0.0,0.0,0.0,9,0,0.04545454680919647,0.2682895064353943,1.8035955045396121
90,Retired priests and brothers,Catholics,0.0,0.0,0.0,0.0,25,0,0.04041328653693199,0.5661476254463196,2.153218306542849
91,U.S. News & World Report,The New York Times,0.0,0.0,0.0,0.0,16,0,0.07423890382051468,0.49341076612472534,2.2769633954399295
92,her mother's maiden name,Beyonce Knowles,0.0,0.0,0.0,0.0,19,0,0.0446428619325161,0.19599878787994385,1.6412733544070461
93,Michelle Obama,rapping,0.0,0.0,0.0,0.0,14,0,0.02118644118309021,0.31127700209617615,7.078052594444775
94,Mariah Carey,rachel scott,0.0,0.0,0.0,0.0,10,0,0.04545454680919647,0.49828341603279114,3.32941218200103
95,Sasha Fierce for Deréon,Beyonce and Jay Z,0.0,0.0,0.0,0.0,19,0,0.06058749929070473,0.3273661732673645,2.25778164545976
96,Dean of Arts and Letters,President,0.0,0.0,0.0,0.0,19,0,0.04915730282664299,0.3560643792152405,3.375016398006315
97,Paris,Atlanta,0.0,0.0,0.0,0.0,6,0,0.023148149251937866,0.7418009042739868,4.176636436823712
98,Women,the black community,0.0,0.0,0.0,0.0,16,0,0.08709882199764252,0.40263834595680237,2.4555846325455906
99,more than half,5%,0.0,0.0,0.0,0.0,14,0,0.0,0.46423813700675964,5.661790005998809
100,28,five,0.0,0.0,0.0,0.0,4,0,0.0,0.666271448135376,4.174250051518259
101,Love on Top,"""I'm a Woman""",0.0,0.0,0.0,0.0,11,0,0.026595745235681534,0.3193710446357727,2.9969504872010284
102,1904,1899,0.0,0.0,0.0,0.0,3,0,0.0625,0.8686559796333313,6.090376482298669
103,Driehaus Architecture Prize,Notre Dame Prize,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,18,0,0.1996755599975586,0.49900108575820923,2.1373718299929974
104,1st overall,top ten,0.0,0.0,0.0,0.0,9,0,0.05600477382540703,0.4525195360183716,2.9265702945877345
105,African-American,American,0.0,0.0,0.0,0.0,8,0,0.3380219340324402,0.524121880531311,2.293282012535835
106,African-American,American,0.0,0.0,0.0,0.0,8,0,0.3380219340324402,0.524121880531311,2.2932834489339657
107,the Congregation of the Holy Cross,Catholic Church,0.0,0.0,0.0,0.0,27,0,0.0630769208073616,0.4587773084640503,1.5202465250191173
108,vocal runs,singing,0.0,0.0,0.0,0.0,9,0,0.029069768264889717,0.5698784589767456,1.9717888232702876
109,White Rabbits,dr. dre,0.0,0.0,0.0,0.0,12,0,0.011574074625968933,0.43481242656707764,2.6245403711186257
110,Five months,a year,0.0,0.0,0.0,0.0,10,0,0.013888888992369175,0.7277166843414307,3.2188091955793863
111,Hottest Female Singer of All Time,Beyoncé: The Complex Story,0.0,0.0,0.0,0.0,29,0,0.060363247990608215,0.3311709463596344,2.6267754962559584
112,Ray Kroc,helen saunders,0.0,0.0,0.0,0.0,13,0,0.030487805604934692,0.438001424074173,3.475639666303184
113,St. John's United Methodist Church,The Royal Opera House Choir,0.0,0.0,0.0,0.0,25,0,0.05713489651679993,0.3633810579776764,3.8760975711130965
114,Fr. Matthew Walsh,john mcdonald,0.0,0.0,0.0,0.0,15,0,0.03537002578377724,0.5720115303993225,3.342256688128595
115,the 1940s,1560,0.0,0.0,0.0,0.0,7,0,0.0347222238779068,0.47546640038490295,4.8249950976491744
116,57.6%,5%,0.3333333333333333,0.5,0.5,0.5,3,0,0.11931817978620529,0.6665095090866089,3.333235648138217
117,Touré,jimmy o'donovan,0.0,0.0,0.0,0.0,14,0,0.018382351845502853,0.32654237747192383,3.432407457077605
118,Listen,"""I'm a Woman""",0.0,0.0,0.0,0.0,12,0,0.0178571417927742,0.3731551468372345,3.1381004176360725
119,the Science Department,The New York Times,0.0,0.0,0.0,0.0,16,0,0.05994151532649994,0.3778925836086273,4.794146732100693
120,21–24%,5%,0.3333333333333333,0.5,0.5,0.5,5,0,0.08653846383094788,0.6247684359550476,4.341605982706509
121,Vogue,Vogue,1.0,1.0,1.0,1.0,0,1,0.75,1.0,2.4265646340976086
122,Beyond Productions,Beyonce Worldwide,0.0,0.0,0.0,0.0,11,0,0.16671019792556763,0.45080673694610596,2.0520252751613666
123,the Drummers' Circle,Notre Dame commencement,0.0,0.0,0.0,0.0,17,0,0.08932080864906311,0.41302773356437683,2.4629402453193894
124,Epic,The Jungle Book,0.0,0.0,0.0,0.0,15,0,0.0,0.5031707882881165,2.2720489152552825
125,Life Is But a Dream,Beyonce: The Story of Her Life,0.09090909090909091,0.2,0.14285714285714285,0.16666666666666666,24,0,0.1310044229030609,0.3531528115272522,2.396032674175964
126,since the age of 18,1997,0.0,0.0,0.0,0.0,19,0,0.009765625,0.29070866107940674,4.2141054058381515
127,six years,three,0.0,0.0,0.0,0.0,8,0,0.03378378227353096,0.5175085067749023,6.091856994424455
128,New York's Roseland Ballroom,New York City,0.3333333333333333,0.4,0.6666666666666666,0.5,19,0,0.1998080611228943,0.6259964108467102,2.287584551560778
129,non-union workers,a spokesman for the british council,0.0,0.0,0.0,0.0,28,0,0.10085465759038925,0.35689955949783325,5.008769216254881
130,Beyoncé,taylor swift,0.0,0.0,0.0,0.0,10,0,0.03205128759145737,0.5459763407707214,2.742212338903048
131,Sean Astin,john crawford,0.0,0.0,0.0,0.0,11,0,0.0260416679084301,0.4929736256599426,3.6779914128920463
132,President Emeritus of the University of Notre Dame,President of the United States,0.3333333333333333,0.42857142857142855,0.6,0.5,26,0,0.335454523563385,0.48014530539512634,1.4772258453613603
133,Michael Jackson,rachel kelly,0.0,0.0,0.0,0.0,10,0,0.08621208369731903,0.49867361783981323,2.573790943414992
134,Houston,New York City,0.0,0.0,0.0,0.0,12,0,0.03205128759145737,0.544653594493866,1.796118022393004
135,1928,1890,0.0,0.0,0.0,0.0,3,0,0.09375,0.7658833861351013,5.806826194359142
136,2013 and 2014,2010 and 2011,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0,0.40430647134780884,0.8286014199256897,2.7729480483298787
137,2015,May 2018,0.0,0.0,0.0,0.0,5,0,0.19904311001300812,0.6022379994392395,5.794185188598564
138,The Mrs. Carter Show,summer of love,0.0,0.0,0.0,0.0,17,0,0.04739583283662796,0.3796980679035187,3.0783877907270294
139,Dean of Arts and Letters,President,0.0,0.0,0.0,0.0,19,0,0.04915730282664299,0.3560643792152405,3.375016398006315
140,she would bring her back,she is a sexy girl,0.1111111111111111,0.2,0.2,0.20000000000000004,17,0,0.10632584244012833,0.43331295251846313,3.956492106558971
141,Farrah Franklin and Michelle Williams.,taylor swift,0.0,0.0,0.0,0.0,34,0,0.021258503198623657,0.4286023676395416,2.626876304150115
142,Basilica of the Sacred Heart,Notre Dame Cathedral,0.0,0.0,0.0,0.0,21,0,0.10569978505373001,0.4615095555782318,1.1801741472855933
143,nine months,a year,0.0,0.0,0.0,0.0,10,0,0.013888888992369175,0.6972206830978394,4.539991458646325
144,1883,1891,0.0,0.0,0.0,0.0,2,0,0.1041666716337204,0.8979040384292603,4.12482655209421
145,MTV,NBC,0.0,0.0,0.0,0.0,3,0,0.0,0.7359880208969116,2.7022420043272617
146,Luigi Gregori,renoir,0.0,0.0,0.0,0.0,10,0,0.07062546908855438,0.36195969581604004,3.109700124568317
147,her mother,"Beyonce's sister, Jadakiss",0.0,0.0,0.0,0.0,22,0,0.06344696879386902,0.3392582833766937,2.1112065422506827
148,Topshop,Def Jam Recordings,0.0,0.0,0.0,0.0,17,0,0.028409091755747795,0.5375555157661438,1.8882480965982174
149,the Main Building,Notre Dame Cathedral,0.0,0.0,0.0,0.0,14,0,0.07439138740301132,0.367310494184494,1.1933096412620736
150,1925,1927,0.0,0.0,0.0,0.0,1,0,0.2395833432674408,0.924356997013092,5.3988174121737265
151,Vogue,Vogue,1.0,1.0,1.0,1.0,0,1,0.75,1.0,1.6486691380945373
152,80%,5%,0.3333333333333333,0.5,0.5,0.5,2,0,0.1071428656578064,0.7480540871620178,4.5444894041151445
153,Beyonce pregnant,idk,0.0,0.0,0.0,0.0,16,0,0.0,0.4315021336078644,3.6891154194553213
154,Austin Powers in Goldmember,Halloween,0.0,0.0,0.0,0.0,23,0,0.054793234914541245,0.3736201822757721,3.7861149703582297
155,Josephine Baker.,rachel kelly,0.0,0.0,0.0,0.0,13,0,0.06228660047054291,0.4664033353328705,2.5483212280808254
156,Book of Isaiah,Exodus,0.0,0.0,0.0,0.0,12,0,0.023148149251937866,0.5262710452079773,1.6269966572134227
157,H&M,tv,0.0,0.0,0.0,0.0,3,0,0.0,0.43041011691093445,6.2925879716209305
158,Tom Ford's Spring/Summer 2011 fashion show,london,0.0,0.0,0.0,0.0,38,0,0.024486837908625603,0.341825395822525,2.358851612975004
159,At Last,"""I'm Not There""",0.0,0.0,0.0,0.0,13,0,0.01689189299941063,0.2397773712873459,3.029534458157465
160,$350 million,$1.8 billion,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,0,0.34269028902053833,0.6275970935821533,3.700128990791061
161,Oprah Winfrey,naomi kaikista,0.0,0.0,0.0,0.0,12,0,0.030737705528736115,0.3075377643108368,2.2825737595154716
162,Tumblr,Instagram,0.0,0.0,0.0,0.0,8,0,0.03787878900766373,0.523847222328186,1.2128874094752118
163,Ike,Hurricane Sandy,0.0,0.0,0.0,0.0,14,0,0.024038461968302727,0.4504442512989044,1.5212994308250436
164,"May 27, 2010",2011,0.0,0.0,0.0,0.0,9,0,0.09304727613925934,0.4387607276439667,4.306482546981562
165,School of Architecture,Notre Dame Law School,0.16666666666666666,0.3333333333333333,0.25,0.28571428571428575,20,0,0.22512486577033997,0.49940988421440125,1.770238954131426
166,Malloy,John Henry Avery,0.0,0.0,0.0,0.0,15,0,0.032894738018512726,0.44803914427757263,7.75360857928072
167,Dreamgirls,The Blueprint,0.0,0.0,0.0,0.0,11,0,0.048076923936605453,0.4322422444820404,2.771990286240678
168,Jay Z,dr. Dre,0.0,0.0,0.0,0.0,6,0,0.0,0.3985416889190674,2.842070503525193
169,Clinton Bush Haiti Fund,charity,0.0,0.0,0.0,0.0,20,0,0.036357585340738297,0.4430871903896332,5.94544069073245
170,2003,"June 19, 2010",0.0,0.0,0.0,0.0,11,0,0.09785353392362595,0.39650267362594604,6.524111903661061
171,English,English,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.1900977959036863
172,the 1870s,1890,0.0,0.0,0.0,0.0,6,0,0.07224462181329727,0.5663067698478699,6.360993330874833
173,the Notre Dame Victory March and the Notre Dame Alma Mater,"""It's a Wonderful Life""",0.0,0.0,0.0,0.0,46,0,0.03551977872848511,0.3148547112941742,2.0461002477968973
174,Houston,New York City,0.0,0.0,0.0,0.0,12,0,0.03205128759145737,0.544653594493866,1.796118022393004
175,Spanish,English,0.0,0.0,0.0,0.0,4,0,0.13809524476528168,0.7463538646697998,1.1496277063358564
176,Jim Wetherbee,john glenn,0.0,0.0,0.0,0.0,12,0,0.021929824724793434,0.5293769836425781,1.5676550513617649
177,Navy Blue and Gold Rush,"red, white, and blue",0.1111111111111111,0.2,0.2,0.20000000000000004,16,0,0.12127123773097992,0.5795276165008545,1.6296282645420057
178,the 1940s,1560,0.0,0.0,0.0,0.0,7,0,0.0347222238779068,0.47546640038490295,4.8249950976491744
179,five,ten,0.0,0.0,0.0,0.0,4,0,0.032894738018512726,0.8620398640632629,4.384793998202648
180,natural pictures be used,a photo shoot,0.0,0.0,0.0,0.0,19,0,0.032894738018512726,0.42368966341018677,4.118808702958337
181,L'Officiel,"""The New Yorker""",0.0,0.0,0.0,0.0,15,0,0.011574074625968933,0.3892851769924164,3.04474091260377
182,2005,1899,0.0,0.0,0.0,0.0,4,0,0.0,0.6549912691116333,5.397898790940725
183,Saturday,Monday,0.0,0.0,0.0,0.0,5,0,0.10954232513904572,0.8200491070747375,2.5576591991241617
184,Lady Gaga,Alicia Silverstone,0.0,0.0,0.0,0.0,17,0,0.012755103409290314,0.3835812509059906,3.0383844127275106
185,Hall of Liberal Arts,Notre Dame Law School,0.0,0.0,0.0,0.0,19,0,0.058139536529779434,0.4751878082752228,2.110818732389388
186,105,62,0.0,0.0,0.0,0.0,3,0,0.0,0.8184918761253357,5.25476577897507
187,R&B,R&B,1.0,1.0,1.0,1.0,0,1,0.5,1.0000001192092896,1.435554627306361
188,8th,second,0.0,0.0,0.0,0.0,6,0,0.0,0.6388124227523804,4.368499171539214
189,Girl's Tyme,Beyonce,0.0,0.0,0.0,0.0,10,0,0.026595743373036385,0.26209455728530884,2.357005472417843
190,"83,000 square feet","59,500",0.0,0.0,0.0,0.0,15,0,0.03640110045671463,0.5445711612701416,6.422581143405132
191,since the age of 18,1997,0.0,0.0,0.0,0.0,19,0,0.009765625,0.29070866107940674,4.2141054058381515
192,Washington Hall,Notre Dame Cathedral,0.0,0.0,0.0,0.0,17,0,0.05973364785313606,0.5032521486282349,1.8014658347473689
193,19.7%,5%,0.3333333333333333,0.5,0.5,0.5,4,0,0.09090909361839294,0.6857021450996399,5.6589663350212565
194,twice,every year,0.0,0.0,0.0,0.0,9,0,0.021551724523305893,0.38506412506103516,2.590599349790182
195,Eric F. Wieschaus,Yuri Gagarin,0.0,0.0,0.0,0.0,15,0,0.05348377674818039,0.3222367763519287,2.1671499907226544
196,$9 million,$1.8 billion,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,0,0.4100232422351837,0.6664617657661438,3.9099014759216963
197,Jay Z,tyga,0.0,0.0,0.0,0.0,4,0,0.0625,0.3922261595726013,3.0868481020456366
198,Clinton Bush Haiti Fund,charity,0.0,0.0,0.0,0.0,20,0,0.036357585340738297,0.4430871903896332,5.94544069073245
199,tart,sibilant,0.0,0.0,0.0,0.0,6,0,0.0520833320915699,0.4810345470905304,3.516563557187359
